genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
classic pop and rock,TRQFHAS128F92D2C35,These Are Powers,Untitled (Garbage Bird),-21.16,71.07600000000001,4,9,1,43.7024,25.7758915663,26.3396927711,96.7527409639,43.995506024099996,20.338313253,5.5760060241,5.76868072289,9.56336144578,-5.86990963855,-4.43493373494,-0.426162650602,-0.0047108433734899995,84.350782422,9697.50618797,4413.99975785,3207.49950226,1924.22270934,1695.57625311,2529.73781476,873.880572098,902.384161528,514.1726057,489.589396739,993.602706687
classic pop and rock,TRYRJRY128F93213E9,Primitive Radio Gods,Ripped in November,-8.096,111.255,1,2,1,199.31383,45.9677641509,-10.8604261006,5.4759716981099995,-5.90157704403,-15.234077044000001,-16.0731540881,-18.5473113208,-21.7961320755,21.3792987421,-1.8719984276700001,0.641536163522,0.546298742138,40.8953066865,1275.94016777,1475.93254662,873.1506617760001,368.27247955900003,426.80320893199996,239.364797497,341.241631439,323.623229389,206.916260165,99.3103527581,160.411119055
soul and reggae,TRZEMEK12903CF5355,Rod Taylor,Garden Of Eden,-12.630999999999998,154.679,4,11,0,330.81424,37.0861303116,9.81341643059,-18.681258734700002,41.0733305005,-28.9348366383,15.1945089707,23.02998678,-0.517706326723,16.1641425873,5.741506137869999,-3.78714636449,-2.79942020774,43.930089055699995,5241.90385408,3831.4075132,2894.90964799,1100.61606379,2500.20613498,1120.66154259,751.654806755,558.706839941,644.200336694,665.909454763,317.993351636
punk,TRILACZ128F42A820A,Mecano,Nature Morte (Naturaleza Muerta),-18.717,144.062,4,5,1,303.33342000000005,33.3689423942,-76.3434653465,30.6403690369,-9.169905490549999,38.3232160216,-15.110098109800001,-7.412731773180001,-3.15033393339,18.6233456346,1.5734833483300001,-2.74055535554,3.007180018,57.263404729399994,1858.19602377,2475.84011653,1001.24950514,1470.21657244,471.776089491,938.9432554739999,338.255607967,607.925852525,203.714507105,176.714087278,454.538477779
classic pop and rock,TRYGNNP128F9329092,THE FATBACK BAND,Spank The Baby,-13.425999999999998,138.924,4,4,0,270.73261,38.7187331052,-41.5618152267,27.7377348161,26.354755346399998,-33.6204174508,16.6514875962,8.28520786997,2.00720872541,2.11403250642,-2.3959769033400002,2.28955175364,0.337365269461,27.939931188000003,1682.41723354,1218.3832125999998,2024.03157639,684.356101022,1198.0853324000002,413.35342596099997,428.755282637,214.762785816,258.884137095,605.3486951880001,195.69301698099997
classic pop and rock,TRDZOTH12903CAC441,Grandmaster Flash & Melle Mel,White Lines (Don't Do It),-7.997999999999999,115.069,4,0,1,269.00853,44.9179561083,33.3520021946,-52.08299195319999,-11.0784601317,-8.99572567666,0.514189465984,-21.4368624726,1.5350051207,-0.699234820775,3.56379151426,-4.28471762985,4.70830358449,38.6990644077,2577.11144276,1728.50593381,1660.80495678,703.3146266,1208.07165835,695.130597255,659.471845408,403.81623660099996,465.69394802,296.581722801,229.258843414
classic pop and rock,TRFYOZL128F4234553,England Dan & John Ford Coley,Don't Feel That Way No More (LP Version),-17.674,97.47200000000001,4,9,1,186.40934,35.1102204473,20.473388178900002,-59.9624217252,-27.333928115,-7.78369169329,-1.02696485623,-16.879546325899998,-13.485817891400002,4.4099105431300005,2.24614536741,-3.3903498402599994,7.339907348239999,14.7389418172,2523.87510783,1519.96669514,1257.45993809,1181.18365259,906.0021425289999,629.641658529,719.858043056,534.029683903,390.503321233,290.65821716,375.02940471
classic pop and rock,TRPZWRW128E0796300,The Weather Girls,We're Gonna Party,-7.678999999999999,130.01,4,0,1,245.83791000000002,44.3921121121,64.0545945946,41.4632812813,31.872044044000003,18.2165475475,-11.6422502503,22.9595365365,5.29972172172,-3.8681971972,8.281871871869999,5.2176426426399996,0.5545885885890001,53.1824720515,1651.62768237,3191.19784233,1359.04247237,882.482404162,916.1635062839999,796.580280619,341.544648393,238.181551522,231.466936868,326.35439405700004,244.072177716
dance and electronica,TRIVUAC128F931E5D7,Eric Roberson,Celebrate (feat Sy Smith),-12.032,100.101,4,1,1,373.18485,37.6993753012,12.7203222892,-36.921463253,-0.600819277108,-4.09365060241,0.130438554217,2.2611066265099997,1.9851301204799998,15.0816560241,7.1893114457800005,-7.33389879518,8.30717349398,51.1205210658,3714.54669373,2509.18445345,3603.46678303,949.3494088260001,1864.18718222,870.9598252589999,1062.35689116,690.183243139,621.98548962,474.53423507699995,296.53383824900004
classic pop and rock,TREXAZX128F1470B36,Chic,Good Times (LP Version),-16.028,110.569,4,0,1,494.70649000000003,32.8452892277,15.2184471225,-25.5645046729,16.5886606001,-22.0799158879,13.515691096900001,-16.1085430398,5.66883325135,-15.566797343800001,0.725605017216,3.9459104771300004,-5.1841878996599995,38.2020246256,2317.15702661,3486.99699111,1824.40416964,867.965247652,1995.16737099,645.509322452,507.664444707,278.089554501,406.65336729800003,409.175929237,327.660835733
classic pop and rock,TRBVYRR12903CC5FE3,The Chi-Lites,Oh Girl,-14.565999999999999,144.565,4,2,1,180.87138000000002,37.3628681319,-32.0544487179,25.794833333299998,1.99257326007,-11.046562271099999,-1.9903882783900002,-13.7374029304,-6.62106227106,6.37317032967,-5.7314853479900005,2.6473901098900003,6.3917985348,34.1201401951,1237.10935689,1616.86509962,1501.50795375,796.779015821,850.606195747,707.101875673,339.48271415,396.632505237,189.789396272,383.828460113,585.630335007
classic pop and rock,TRLHDSL12903CEBF5D,Baltimora,Tarzan Boy (Album Version),-4.623,213.533,4,10,1,371.69587,49.4312517572,0.17672779552700002,10.747055591099999,18.9476038339,-5.08781597444,-8.87796230032,7.62416166134,-23.7332204473,5.2871137380199995,5.0091507987199995,2.6139718849799998,-10.2510044728,23.6442439801,1529.61176463,1243.64053116,1076.25387162,495.27359037800005,892.545373261,444.755327323,518.135730705,394.54625299,335.013200505,226.85717654,189.44487040400003
pop,TREHBLS128F426C927,Tam Tam Go!,Luis_ Come Back To Spain (The Final Letter),-8.613999999999999,128.208,4,2,1,209.03138,40.7007355837,58.8973150492,-23.3177749648,-5.37567229255,-11.6497974684,-12.240369901500001,-1.5218255977500001,8.874412095639999,-1.7907440225,4.7681814346,-3.71314627286,6.75073980309,72.16223582880001,2204.68652571,4431.77062567,2394.76973687,1194.89138516,783.157012031,471.798031604,369.739013455,547.41086549,299.600402157,246.189329911,284.532185512
folk,TRZTNMX128F423C020,Jerry Jeff Walker,But For The Time (LP Version),-23.05,150.217,4,0,1,276.27057,28.2856631206,-81.1689763593,-61.1576867612,-27.214894799099998,-6.16077777778,-4.1018534279,-10.8391040189,-9.44597399527,-3.9538297872300006,-4.7907553191500005,-3.7973758865199994,0.543535460993,27.8282488782,2823.70444269,1455.42457602,1745.77450404,788.5630597989999,936.277110269,502.98820792099997,692.811521772,448.156352241,390.268451166,271.16813864799997,300.923524268
punk,TRZZHPG128F92F23BD,Condemned 84,In The USA,-7.001,178.549,4,7,0,181.65506000000002,48.4169093904,26.626199341,48.864072487600005,10.3711680395,-12.2076721582,-17.7139785832,3.52572652389,-3.32404942339,9.57893080725,-0.901296540362,1.9002553541999998,8.719238879739999,19.6871615058,823.3704647489999,610.076812723,665.47987387,447.53301052300003,446.09490581,345.33537483099997,257.595737358,146.39414738600001,157.841642574,171.12373392700002,187.822808837
punk,TRXTGVA128F424ED3B,T.S.O.L.,World War III,-5.185,117.8,1,11,0,107.62404,51.293097222200004,55.052086111099996,25.503522222199997,-8.32269722222,-29.4943111111,-18.3414305556,-2.84766944444,1.80707222222,12.5526111111,9.15117222222,-2.78797222222,0.275783333333,15.583353176700001,2063.23052354,258.61095443799996,375.137601989,1013.00184909,390.64785341199996,251.002820171,227.981985878,175.46257378200002,177.307949681,122.359457705,114.20893254799999
classic pop and rock,TRMTCWV128E0793B2D,Carpenters,We've Only Just Begun,-9.175,79.705,4,9,1,187.0624,41.8070966543,-43.7520947955,42.6559479554,-2.91059107807,9.84114684015,-10.462234200700001,-6.925574349439999,-2.5586858736099996,3.5919628252800004,-6.431507434939999,1.56884572491,9.89966914498,57.0526249572,3252.84138318,1749.96184244,1206.05328317,1104.61520931,541.595195109,847.241142865,437.41676532699995,513.938571036,253.79057039900002,203.667798885,300.99218403599997
folk,TRDPBYZ128F4251C5E,Martin Carthy,King Knapperty,-18.848,99.21700000000001,1,1,1,215.87546,33.656667073200005,-53.987884146300004,8.974873170730001,15.5881621951,-1.4004719512200001,23.50905,-33.8957121951,-4.15394512195,-1.0313597561,8.464065853660001,-1.4119085365900002,8.41763292683,14.8705084757,1617.53428314,2016.4486368,3093.68370796,883.5806685489999,1594.92294446,722.198198627,871.127671486,510.407067877,474.184645752,555.342261464,363.99066143
jazz and blues,TRLVWFC128F424E775,Hermeto Pascoal,Remelexo,-8.391,147.952,4,5,0,231.96688999999998,45.0097572402,-7.819595400339999,19.230346678,1.64536030664,17.2644582624,-1.7748986371400002,-18.2679735945,4.98437393526,-2.63098807496,1.34850255537,-0.140839863714,2.90492589438,25.694698654,2278.08719903,2832.52059652,1730.39767488,944.89041049,886.142410449,664.9444426709999,526.059260766,485.417445668,355.058816536,283.20889204599996,479.71385130699997
classic pop and rock,TRRETST128EF3500F5,Sex Pistols,No Lip,-17.147000000000002,146.145,4,9,1,183.40526,38.298871508400005,-4.82396089385,83.0895502793,1.38652234637,-25.3162374302,-12.2418463687,-30.7768156425,-7.3749664804499995,20.1822318436,5.51870391061,3.01717597765,16.8349832402,25.046854709699996,438.13489773,734.3399657560001,498.384490182,294.628260723,218.61658938099998,467.066965106,133.710067088,201.003649424,91.6932441134,93.11148289360001,301.481973257
classic pop and rock,TRKTQVR128F4259760,Prefab Sprout,Couldn't Bear To Be Special,-15.709000000000001,122.8,3,5,0,229.85098,34.4439843206,-23.5299512195,-31.1237874564,-11.3543850174,19.0260400697,-9.23009059233,-6.71678222997,-4.824493031359999,1.40081707317,-3.12424738676,-0.380151567944,10.0501393728,41.2906845834,3404.24684058,2814.60260307,3018.71858744,1541.99120955,1610.95835709,992.202168181,609.23844163,856.926453599,434.767726751,460.249536616,385.941988026
soul and reggae,TROQELE12903CF3A23,Steel Pulse,Global Warning,-6.843999999999999,154.358,4,1,1,292.57097999999996,45.5738479827,14.730181556199998,0.8047737752159999,16.638228386199998,12.5802579251,11.923155619600001,11.2071757925,11.387795389,6.39737608069,11.479744956800001,-9.309481268010002,-6.771550432280001,35.992574355100004,2209.79749299,1781.88570944,2550.88531514,909.49969039,1604.99741745,918.851837805,786.186533313,376.172401462,498.534729874,487.851029456,317.947164151
classic pop and rock,TRZTWRQ128F9325EE6,Jimmy Ruffin,Tell Me What You Want,-5.39,102.655,4,10,0,186.51383,49.145886423,55.7634830287,12.608759791099999,4.86928328982,17.0807310705,-10.8530522193,-7.532272845950001,-8.71378851175,-2.9492689295,-5.836546997389999,4.89384986945,5.63864882507,29.7539609988,1113.73179088,1050.10564963,687.281493652,480.85581388300005,683.13416389,458.26467257400003,385.26660636800005,198.51027669799998,278.255402692,211.73374426599997,204.81930642900002
metal,TRMGVWP128F422F358,Between The Buried And Me,Cemetary Gates (Album Version),-6.292000000000001,148.123,4,6,1,425.97832,47.551434877,39.0494602026,-3.50745586107,-9.560610709119999,-24.4833755427,-21.687276411,-4.09372720695,-4.93878147612,15.570489146199998,5.69694645441,1.61627424023,9.43082054993,35.9978009303,2813.13537362,909.2854007000001,674.189195576,568.703468964,474.17272839099996,534.643868394,482.82035797300006,365.882179797,299.20500005599996,191.62772316299998,403.74182368699996
classic pop and rock,TRQLUPO128F932A330,Suzi Quatro,Daytona Demon,-6.805,124.78,1,2,1,239.72526000000002,46.210462703999994,21.932567599099997,21.7500675991,15.703672494200001,-38.5147517483,1.55468181818,5.31896503497,-15.8236048951,0.0474195804196,-4.83358974359,-0.379974358974,-2.82068065268,45.3065288523,2490.08636682,2065.19264515,1878.65849817,646.887219835,1443.22658548,452.72906211800006,731.1711839660001,223.31389201,482.70370501400004,359.240967885,187.06804472299999
folk,TRZMJTJ12903CE7086,Tommy Emmanuel,Cowboy's Dream,-17.659000000000002,64.72800000000001,5,9,1,209.99791000000002,35.1454613221,-13.6947130802,-2.9778917018299995,1.96602531646,10.9560576653,-6.02380590717,-6.53471026723,-7.83369901547,-6.31839099859,-2.8600745429,4.75968776371,3.40135443038,18.7715912752,2718.65262644,3196.71978493,1283.63103312,992.940227427,882.129133684,500.904063834,355.359418261,275.604270792,258.065203073,300.095686895,231.101236873
folk,TRJEUOH128F9347D78,The Doc Watson Family,Doodle Bug,-16.957,121.074,4,10,0,61.961999999999996,38.0140869565,-0.13302006689,67.28221404680001,0.34821739130400003,46.0044113712,7.43034448161,-64.8665785953,-6.7250735786,-9.6592006689,-10.659471571900001,11.0146822742,30.7876287625,13.2850325008,1919.84563023,996.7677658069999,1011.20263206,788.494075072,333.216477972,1207.96959618,324.315030938,349.614348829,254.931330918,154.339485448,586.8758636719999
classic pop and rock,TRCKJLP128F14A3AAB,Bobbie Gentry,Jeremiah,-12.582,102.304,4,4,1,322.97751,40.037298874099996,-23.4329856704,32.7535015353,-3.3921125895599995,-4.3617727738,-4.8434831115699994,-24.2309559877,1.3444513817800001,3.48092323439,0.858552712385,1.3200470829100002,5.43262640737,41.105171401,1423.5784703,2041.07952329,1230.04598422,618.273606421,620.3745895430001,761.070071328,425.19722069,298.968330091,239.649971654,206.049316667,294.23373262900003
classic pop and rock,TRGHDOJ128F1468444,Lou Rawls,Dead End Street,-15.124,118.32600000000001,1,7,1,237.66159,36.545014084499996,-13.8115736236,34.1245070423,4.11288732394,-18.9993918054,12.9511434059,5.18641357234,4.16358386684,2.32444046095,1.35789628681,-7.53183866837,-1.7805851472499998,42.926401696300005,2749.31976501,2963.65896724,2186.70064127,954.2400173960001,1140.12386209,687.994174652,567.327071321,588.902942369,370.93607236400004,383.93140017400003,195.501325605
classical,TRJJIXJ128F427DA0B,Sir Charles Mackerras/Scottish Chamber Orchestra/Edinburgh Festival Chorus,Idomeneo KV 366_ Act 3_ Scena Ultima: Coro: Scenda Amor_ scenda Idomeneo,-19.062,111.09899999999999,4,2,1,233.482,30.9753230543,-63.4750954479,101.93946696,12.0319955947,33.5575095448,-8.66058296623,-1.60609544787,2.03702643172,-11.082543318599999,-4.15044787078,-3.41676211454,-0.29343906020599997,71.5365483626,1313.33015168,1259.11316151,1213.54952902,910.598220417,455.386604149,476.90904376,300.611909932,1028.27914665,160.507339801,185.63446429,390.907723195
classic pop and rock,TRMBFFU128F93280E4,Brand X,Stellerator (Music by Percy Jones),-9.624,94.881,4,10,0,377.02485,38.6846215686,28.5135993464,-31.289475817,12.7690313725,23.545698692800002,-14.4861333333,2.1343823529400003,-17.6954555556,-1.19393071895,-7.695492156860001,4.08059019608,0.83182875817,57.3318581032,1955.77479179,2409.03766063,1637.1714819000001,1997.7864849,1272.23826986,748.571959699,629.06316201,667.562098838,426.169430617,318.832073771,303.43052706099996
classic pop and rock,TRXFXAF128F4254073,Dawn Landes,Dig Me A Hole,-12.607000000000001,158.953,4,7,1,190.69342,39.277783557,-67.9723473154,-44.8059362416,-24.005333892600003,-17.9343087248,-12.156246644300001,-7.248617449660001,-11.672196308699998,-5.7567734899300005,-7.2836560402699995,2.0919731543599998,13.7257533557,35.3922640421,3171.95442554,2154.38413847,1829.68492608,1157.99095388,777.326272347,608.745924491,549.570140131,411.93224441300003,421.103056447,283.513399392,414.870535176
classic pop and rock,TRUGBBV128E078C703,Brian Wilson,Melt Away (Remastered Album Version),-5.791,84.20100000000001,4,10,1,181.02812,49.1563303167,25.4594570136,46.2616809955,-1.00655429864,21.729040724,-10.6908099548,-15.192341629000001,-3.8747058823500002,-13.979735294100001,-6.81932126697,-1.612739819,3.3925316742100002,45.21368494520001,923.463173651,814.758469231,1206.6967187,651.0347584369999,439.923745009,445.311310234,281.85746266,285.79355572400004,185.500969752,149.306628799,291.826586715
soul and reggae,TRTHWSF128F42AF151,Sly & The Family Stone,Thank You Nation 1814,-4.638999999999999,119.975,4,8,1,317.49179,50.7638252632,33.4912217544,26.372919298200003,4.47372701754,-1.9033971929799998,-12.1213831579,11.6919775439,-3.64648631579,-4.7119073684199995,-4.78223859649,4.21792701754,-0.6784273684209999,7.9898341877100005,1473.43266169,1952.85100606,848.2528644189999,757.751754665,508.11067594,500.158209171,350.51840530699997,228.10977197900002,242.31748934,186.64040951,240.21210128799999
folk,TRQHCCV128F4220D6C,Barbara Kessler,Big Country,-9.652999999999999,156.165,4,2,1,214.56933999999998,43.991789904499996,-25.330718963200002,-15.148113233299998,-18.2093547067,15.534593451600001,-5.33313369714,-6.7892319236,-6.75090040928,8.78195361528,-0.5405743519780001,-4.64255934516,0.5356821282399999,26.2206837458,2054.46808779,2264.24933913,1453.67697886,542.4343920690001,848.059212585,691.5437912939999,447.094390267,324.522391998,322.139751169,291.450186312,325.949882416
classical,TRJSBUH128F4278F49,Gambafreaks Feat. Nicole,Freedom,-5.385,86.65899999999999,5,5,0,208.95302,48.3565406699,88.4054114833,-2.9926507176999997,6.0140430622,5.751662679430001,-25.317673445,2.75742464115,8.463087320569999,2.19605143541,15.901831339700001,8.72461124402,4.684291866030001,19.4796316933,2615.31752789,2709.68805807,867.6140275439999,863.227614884,773.583901287,407.619614259,211.021830828,296.972237305,233.796731623,218.45650556099997,279.94314099400003
dance and electronica,TRHZVXN128F93351EE,Aqua Bassino,Luv'Inside (Original),-7.561,124.525,5,11,1,385.07057000000003,40.5287763975,5.578487577640001,-53.1100771222,58.433334368500006,19.6483048654,-7.054272774330001,26.4044311594,9.80365010352,13.168020186300001,5.8323752588,4.90159057971,-0.318080227743,52.8270047192,5385.17432777,3811.25528105,5570.28188989,1575.54374114,2088.88295318,764.2117259380001,1271.17408707,369.085924313,765.8273141860001,552.277303311,205.222821108
classic pop and rock,TRRNNUI128F423BF80,Amy Grant,Raining On The Inside,-11.322000000000001,80.111,3,10,1,251.97669,39.7155976845,-36.1665412446,19.9281389291,-3.5039580318400003,7.1228494934899995,-13.539599131700001,7.645228654119999,-4.11460492041,12.598405209800001,-0.45496382055,-2.19343994211,7.52597684515,54.720665085600004,3182.53486121,1670.66407929,1423.3881918,1146.74285743,649.377804263,587.642057925,616.164259015,677.869690742,398.72446193900004,272.16853099900004,388.942367785
classical,TRQQXNB12903CE29AD,Glenn Branca_ Anthony Coleman_ Michael Gross_ F.L. Schröeder_ Stephan Wischerth,Lesson No. 1 for Electric Guitar,-8.423,151.68,4,11,1,493.50485,48.3545453401,31.6260358942,63.0862172544,0.0627487405542,-42.9599219144,-17.202195843800002,-16.8646379093,-6.04105100756,24.7723287154,8.80413664987,3.42295403023,13.1467783375,5.840498591769999,809.823871652,1046.73154314,293.00354688,247.152886509,376.68339648,204.51136418099998,118.57603641899999,68.9309874209,77.7734731961,49.298875493500006,149.439120995
classic pop and rock,TRYKJSO128F930DD52,Percy Sledge,Warm And Tender Love,-9.699,82.06,4,9,0,212.6624,42.8309428044,-21.2043302583,-5.91601845018,-0.137667896679,-2.30855904059,-13.3044483395,5.59275461255,-10.4395701107,-13.0159630996,-6.1102601476,3.5662988929900004,-0.918977859779,30.9256823565,1635.45164834,1263.22812069,1062.88625406,912.438749497,797.241006535,548.196478812,335.08016305,439.006609836,242.687632982,280.872477457,305.617449487
folk,TRQXCAL128F930CFC7,Planxty,Raggle Taggle Gypsy - Tabhair Dom Do Lamh,-15.530999999999999,181.53400000000002,1,7,1,266.13506,39.277789974099996,-14.0236292135,13.611294727699999,-6.115159031980001,-5.33764822818,-0.297707000864,-28.0233630078,0.0831633535004,4.991379429559999,2.6716318063999998,2.09373984443,1.8856248919599998,11.904828330099999,2361.03403292,659.800339345,622.713902466,603.756845772,602.8570762999999,328.745315507,365.130207749,403.79451089099996,234.160941308,235.68564205599998,403.92506923900004
folk,TRATOUK12903CE571A,Jerry Jeff Walker,I'm Dreaming Of A White Christmas (Album Version),-18.323,101.288,4,7,1,240.69179,34.326722617399994,-63.8810725462,-33.5091493599,-21.1957738265,-15.647058321500001,-8.64412802276,-3.7360284495,-23.2930241821,-3.4908691322900003,-10.5899758179,0.286293029872,7.063825035560001,22.6930436997,2078.77283192,2042.50965596,1237.93865089,827.500145529,573.95161849,407.736205971,755.112550775,452.67434207400004,323.550871785,196.597304201,297.605453006
folk,TRMYXXK128F421C81D,The Greencards,The Man From Galilee,-7.388999999999999,157.322,4,9,1,211.90485,43.0564566396,33.3177723577,-0.135932249322,13.4515745257,-1.84414905149,13.495765582699999,-15.5162289973,-3.61364363144,2.26250948509,1.44643902439,4.4334295393000005,12.186151761500001,31.284140359200002,1845.04741238,3121.50623471,3409.48940932,1049.27217717,1721.85824866,660.2477399109999,730.681677956,429.46813506300003,455.042735799,495.54416950800004,302.950631931
classic pop and rock,TRLTRXP128F4292E38,Archie Bell and The Drells,I Can't Stop Dancing,-8.857000000000001,117.98100000000001,4,7,1,141.37424,43.2103723197,-14.5857465887,54.0551423002,9.04699610136,-21.151994152,9.38690643275,-9.01685185185,0.151011695906,10.8571851852,3.08345224172,-5.596286549709999,1.2308109161799998,46.541448752200004,2053.29098527,1685.34223769,1699.75293363,793.0816780289999,861.9311051760001,547.39308751,434.25825584,363.72566102,273.118267897,306.360900111,331.800279744
classical,TRBMBDD128F424DD73,Scottish Chamber Orchestra,Soldier's March,-22.118000000000002,118.884,1,11,0,96.39138,27.0428480243,-55.0004772036,68.6815987842,18.299899696,27.1414072948,2.41856231003,7.239465045589999,7.312768996960001,-4.69936474164,-0.21394528875399998,-5.308823708209999,-3.85814285714,54.391294396400006,3607.47819125,2398.09960709,1596.43787332,1546.86715287,817.39782486,686.999264905,517.7367885909999,692.903439557,327.679739833,215.43683541599998,309.67555865099996
classic pop and rock,TREQOSK128F147262D,Raúl Midón,Sittin' In the Middle,-11.389000000000001,78.80199999999999,3,5,0,211.80036,40.664528710700004,-12.9474095341,-28.918226435500003,-17.0749274106,4.10526868906,0.0273737811484,3.7191419284900005,4.28992741062,-10.721219935,8.48284615385,-5.09155146262,-0.110017334778,40.7232673781,2941.34555425,2325.40620791,1966.71812945,1302.45871991,1469.89416986,687.384589073,788.995579207,584.349559569,530.494523679,384.348502436,380.196461246
jazz and blues,TREAAEM128E07835AC,Art Blakey,Lament For Stacy,-13.075999999999999,76.783,4,3,0,314.90567000000004,38.8561847507,15.288914956,38.458126099699996,13.9898963832,-6.90544281525,0.130221896383,9.17007917889,-1.0780752688200002,2.2964037145700003,2.28701564027,-2.46248484848,9.84775855327,31.1206763637,2666.7568730999997,4643.08684898,1261.80600779,913.088628671,1267.51448624,668.697797105,585.001787812,285.318620077,376.458982686,294.80498736,242.83702961400002
folk,TRDBFWU12903CF6942,The String Cheese Incident,Lands End,-16.785,182.727,3,7,1,319.00689,34.3263105998,-78.7727124076,-4.95317419885,2.2654609696,4.79445193098,-15.3973738702,2.85561133936,-8.08735332786,10.6903467543,1.49788167625,2.54941248973,-1.20118323747,36.3774847992,1777.1378502,1809.58693572,997.8479559230001,1101.58621747,646.895619974,698.3908571889999,341.770201182,403.23276597,233.734708655,172.7139436,332.282926049
folk,TRHNFSY12903CECBDD,Solas,Boy/Girl Tune,-8.215,131.458,5,6,0,209.84117999999998,47.7792,11.8340522167,51.5671458128,3.6116364532,6.413815763550001,-4.52629753695,-0.189311330049,-2.6683980295599996,-6.565963546799999,-1.0885408867,2.7182206896599994,4.5245320197000005,7.43528194522,693.679339125,443.30948660300004,482.16449706300006,443.98637324199996,385.762699941,321.238860281,182.97528847400002,187.554017505,146.075605645,150.908013264,288.444683378
pop,TROGBZW128F9348141,Sin Bandera,Sera,-7.082999999999999,84.00200000000001,5,2,1,214.67382999999998,44.64220707729999,7.719826998689999,-51.8733014417,-24.320378768,15.9514036697,-23.925621231999997,0.6811454783750001,-1.46789777195,1.81558060288,6.19900262123,-4.698082568809999,-2.9714796854500003,46.8288031236,2561.12314945,2276.90918019,2051.24919858,905.494017279,889.5887242639999,623.54940376,564.399895539,573.329708495,335.482337164,301.549733945,282.080893146
classic pop and rock,TREBKEH128F9310C3B,Sister Sledge,He's The Greatest Dancer (Single Version),-10.062999999999999,114.195,4,2,0,214.54322000000002,42.4862201195,45.525212151400005,3.7024312749,6.12084462151,-25.2999850598,-6.87984163347,-15.8329770916,-1.15160358566,-0.285903386454,3.84955079681,3.90497808765,-1.8273764940200001,29.3415003191,1680.36341718,1921.32842861,1492.89980532,1057.5279821000001,911.7102015339999,655.675290935,434.847537666,237.089374575,250.40123249599998,241.934632535,223.001006187
classic pop and rock,TRJSKNU128F934D52A,Liam Lynch,Gimme A Ride,-3.7560000000000002,91.45100000000001,4,2,1,181.36771000000002,52.827217821800005,24.742421499299997,-2.45867326733,-21.4235671853,-30.3689929279,-6.73212164074,-24.4562489392,2.20243140028,6.17652758133,7.45066902405,-1.58988401697,4.49833380481,9.53556144336,754.3037041619999,1188.57640436,964.792900783,376.79312600699996,490.755018865,600.853283211,239.164405846,125.480488147,191.086397927,262.125258388,222.045524367
folk,TRFNZIR128F92F7161,Cherish The Ladies,The Old Maids Of Galway/The Sunny Banks/The Flooded Road To Glenties/Free & Easy,-11.918,233.484,4,6,0,223.18975,42.6563023256,-10.41208441,75.43042205,17.9831050818,7.272118001719999,-11.2806985357,8.516907838069999,7.915501291989999,16.0119371232,3.4839517657199996,2.11792248062,6.161427217919999,17.2855722213,3073.40928766,701.938894197,910.219683913,1375.58055206,488.42011714800003,1534.29413914,329.87564296799997,1404.1130348,402.718142175,209.751277124,1107.48398869
classical,TRSDASW12903CD5A72,Czech Philharmonic Chamber Orchestra_ Lucia Matos_ Andrea Gullickson,Concerto in D minor: iii. Adagio,-27.299,75.757,5,10,1,58.09587,28.589222929899996,-82.0542165605,112.051719745,14.5142229299,8.50074522293,-20.5717261146,32.630044586,11.8657643312,-21.1802229299,-6.4092802547800005,-0.149464968153,19.2705541401,15.385367141400002,1248.24973129,1386.56175793,811.7193813580001,649.370876457,137.365930874,400.82492173699995,277.491832244,437.57032577800004,86.74375690229999,115.562932211,550.907797585
soul and reggae,TRKRZLS128F4268325,Joss Stone,Alfie,-11.887,122.665,3,7,1,262.79138,37.8834113573,-105.067574792,10.152567867,-13.586440443199999,-0.0329418282548,-5.29131163435,1.4134418282499999,3.43234072022,-17.0411024931,-14.427283933499998,-0.47539473684199995,16.409929362899998,54.778977776800005,4226.48850235,4077.99000303,2667.27623522,1767.21070103,990.605050098,1358.45935791,534.651829662,979.255940508,320.799521699,416.230367654,430.476395977
classic pop and rock,TRNDDSD128F92E1AE7,Suzi Quatro,I've Never Been In Love,-6.479,173.179,1,7,1,181.75955,49.4327486559,78.80746102149999,39.4255537634,5.49378763441,-18.482942204300002,-17.625067204300002,23.247220430100004,6.48552419355,-4.15366935484,4.98188037634,-0.828897849462,6.41459274194,24.052536284899997,651.085589447,814.1325190110001,637.2279052609999,459.98106090699997,393.81937694199996,387.60704032,175.670476768,175.450627157,121.86222725299999,136.41036885,172.83063114700002
classic pop and rock,TRHAJYO128F93238F3,The Kingsmen,Leaning On The Everlasting Arms,-10.373,104.97399999999999,4,5,1,72.69832,42.4234695122,-54.2387134146,54.346652438999996,-16.8740914634,-30.282756097600004,30.956152439,-35.8172134146,1.77609146341,13.9024878049,8.445121951219999,-10.9446829268,6.01035365854,25.156322468600003,1446.32353105,1976.95310063,3412.51306099,1217.01731453,1402.68364707,598.218691839,846.821240107,590.377075213,510.191236875,567.029650314,235.10873957
